seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr17	26733052	26733068	17	*	2	2.74546775709796e-12	1.33139642194111e-07	8.80667029914141e-10	1.36096249350733e-09	0.0405410088563727	0.0201732768579129	CTD-2350C19.2, SLC46A1
chr7	117513002	117513042	41	*	2	8.32712027901511e-11	1.14424259943122e-09	1.81228980820661e-07	1.36368659731366e-09	-0.0357123604158645	-0.000878898729303027	CTTNBP2
chrX	153220861	153220876	16	*	2	8.62467695334899e-11	1.65016196071405e-09	8.48998661324534e-08	1.36504273639818e-09	0.0256300309597527	0.023175432146543	HCFC1
chr10	6130578	6130580	3	*	2	6.59773490067726e-11	9.66005600918195e-10	2.74840589997535e-07	1.36595891290518e-09	0.0601145552560646	0.0521775125144397	NA
chr1	46914023	46914033	11	*	2	1.49948195724501e-10	3.41134043204541e-09	2.62592048816738e-08	1.37534159979204e-09	0.0338082402772429	0.030196380438968	RP5-1109J22.2
chr2	97527523	97527586	64	*	2	2.87298461639038e-14	1.07139359015052e-06	3.31690582164675e-10	1.37708370447652e-09	-0.0417769607843138	-0.0182609293717487	SEMA4C
chr22	19003848	19003887	40	*	2	1.40272190964438e-10	7.61375686943314e-10	5.61311795231415e-07	1.37935399761211e-09	0.0257167182662542	0.0246331721511178	DGCR5
chr7	128828460	128828512	53	*	2	3.7407615644965e-14	1.37479536163846e-06	3.05071995655791e-10	1.3844898317221e-09	0.0354967269926838	0.0208278783211397	NA
chr12	109531354	109531414	61	*	2	1.15304145867495e-10	1.76383051478865e-09	7.80891897916788e-08	1.38713189598792e-09	0.0300577589526376	0.028122834039276	ALKBH2
chr7	1602218	1602273	56	*	2	8.53774830045849e-10	4.76877111503816e-10	5.72756063916117e-06	1.38745073871132e-09	0.0372035256410256	0.0341794074270787	NA
chr11	122933012	122933028	17	*	2	1.2077942929596e-11	4.95573901278589e-05	1.37902280409179e-10	1.38965555126685e-09	0.0710974201001155	0.0374725644974971	HSPA8
chr1	64937451	64937528	78	*	2	7.91438060873812e-09	4.81935818005384e-10	5.29777346027386e-06	1.38986486708071e-09	0.091504620716211	0.0830347516365037	CACHD1
chr6	26158339	26158342	4	*	2	1.9336388682817e-10	1.09795050108666e-09	2.11943298740448e-07	1.39109985352325e-09	0.0178667693492491	0.00239122063919908	NA
chr1	17662667	17662685	19	*	2	2.16994869394324e-10	7.82383690219811e-10	5.4234691152101e-07	1.39819628207153e-09	0.0440180978051598	0.0321972468232576	PADI4, AC004824.2
chr7	4210949	4211014	66	*	2	3.71864151634414e-09	4.68925620812639e-10	7.5241403831121e-06	1.40096853987387e-09	0.0254564950980392	0.0233318014705882	SDK1
chr2	45168921	45168924	4	*	2	5.29864149085149e-11	5.14755934650898e-09	1.57263509556985e-08	1.40387417937866e-09	0.0402502887947632	0.0240387947631883	SIX3, SIX3-AS1
chr16	30124880	30124904	25	*	2	2.34740147431165e-12	2.53293258241807e-08	3.01773374712043e-09	1.4064841830494e-09	0.0717817896389326	0.0243296840108856	GDPD3
chr6	150463965	150464020	56	*	3	4.09122216533655e-11	3.50051379184297e-08	6.8571085364114e-08	1.40672781690215e-09	0.0367751251443973	0.0220642407906558	NA
chr2	11680086	11680144	59	*	2	1.41930243782643e-11	2.81357826885223e-09	3.71667671385648e-08	1.41391261989346e-09	0.0522150220913108	0.0414921638369411	GREB1
chr19	58862063	58862089	27	*	3	3.96536077894104e-11	2.94998245071835e-07	1.08643281872207e-07	1.41512579728139e-09	0.0623820380650277	0.0363840844558812	A1BG-AS1, A1BG, CTD-2619J13.8
chr6	45387347	45387395	49	*	2	5.40643788996168e-11	4.74309763964554e-10	7.49552483395363e-06	1.41557759152169e-09	0.0750009626492105	0.0292390257989988	RUNX2
chr1	3144679	3144710	32	*	2	1.44849355089497e-10	9.27701710498255e-10	3.52280278079578e-07	1.4250961334244e-09	0.0322079463364296	0.0236320374886031	PRDM16
chr10	128275008	128275034	27	*	2	3.73565385227108e-11	2.06033331897368e-08	3.69523083639358e-09	1.42570413334533e-09	0.0341540327471196	0.011239637732783	C10orf90
chr22	24989212	24989260	49	*	3	2.03706590324525e-10	1.27193012342561e-09	9.38233355698306e-07	1.43203831272889e-09	0.062866769349249	0.0375137979720189	SNRPD3, GGT1
chr1	20878760	20878811	52	*	2	6.13182833160378e-10	5.03287647963556e-10	5.18177868222247e-06	1.44330795033535e-09	0.0303427031189834	0.0242452830188679	NA
chr19	15947906	15947948	43	*	3	4.02390277351051e-11	4.03842540059419e-09	3.94727916339375e-07	1.45054872908919e-09	0.0206083943011166	0.00799640610961362	NA
chr11	8285528	8285587	60	*	4	3.79631768647989e-10	9.45449381431181e-10	7.48918762864901e-06	1.45178199964081e-09	-0.0217154408933385	-0.00798324990373512	LMO1
chr8	49173419	49173425	7	*	2	1.58096905238842e-10	1.49714855775079e-09	1.21433752105719e-07	1.45374950701507e-09	0.0488814016172507	0.0389734978383285	NA
chr6	564040	564068	29	*	2	2.36081629192427e-11	4.93840563312585e-08	1.87602091394917e-09	1.45622614907383e-09	0.0346452395391145	0.0127072736311019	EXOC2
chr11	36536830	36536843	14	*	2	3.34640448757915e-10	4.94415298055726e-10	7.28757982523255e-06	1.46807248167208e-09	0.0265870098039216	0.0224785539215687	RAG1
chr11	131780329	131780357	29	*	4	5.82504910119943e-11	1.59447703783442e-08	6.68270476327227e-08	1.47075185993424e-09	0.0989333846746245	0.0547976030034655	NTM
chr2	99280930	99280963	34	*	2	6.32943977576353e-11	2.94828161540632e-09	3.79514866528703e-08	1.47382231137174e-09	0.0712581825182902	0.0570114555256064	MGAT4A
chr6	117995812	117995843	32	*	2	2.64820934545935e-10	5.91277110733567e-10	2.17533474410706e-06	1.48287274833014e-09	0.0516759722757027	0.0484808432807085	NA
chr10	93392836	93392870	35	*	3	1.12599423785632e-10	8.01350983363159e-10	1.81602518985521e-06	1.48395290678239e-09	0.0172939930689257	0.0158137594660505	NA
chr22	24823110	24823141	32	*	2	3.60181401465904e-11	1.46457092746102e-09	1.36491014714885e-07	1.4920162212514e-09	0.0634615384615385	0.0444214043440378	SPECC1L-ADORA2A, ADORA2A
chr1	1248342	1248347	6	*	2	1.19161831826848e-12	3.49496681758026e-09	3.04444723121854e-08	1.49730370596553e-09	0.0490533088235294	0.0365279195939509	CPSF3L
chr14	21905945	21905982	38	*	2	4.12241955575486e-12	7.30153170626838e-07	4.29116768639534e-10	1.49823012033685e-09	0.0776386214863304	0.0466182133230651	CHD8
chr2	27342146	27342158	13	*	2	2.51659605127809e-10	1.08810538231742e-09	2.73190148586892e-07	1.4983729306273e-09	0.0592616480554485	0.0486920485175202	NA
chr2	71222292	71222339	48	*	3	6.3899032232135e-15	2.7876360635234e-08	9.96932457167026e-09	1.50068202649703e-09	0.0171582595302272	0.00936240533949426	AC007040.6, AC007040.11
chr2	166650882	166650947	66	*	4	4.10090309518997e-11	1.29971463206812e-06	1.28085347621396e-07	1.5062223572543e-09	0.0322997689641894	0.00977449942241046	GALNT3
chr12	2613914	2613948	35	*	2	7.56654851291392e-11	2.16756245125278e-09	6.61477603038194e-08	1.50627177511761e-09	0.0273453608247424	0.020071968778708	CACNA1C
chr14	53620393	53620401	9	*	2	5.90486709038088e-11	3.27980719696482e-07	6.2312000527072e-10	1.50989503767729e-09	0.0392048517520216	0.0217597227570273	RP11-547D23.1
chr2	69969004	69969063	60	*	4	3.58567081498222e-12	8.17729016340566e-10	9.90261161353752e-06	1.51193749574601e-09	-0.0342087023488641	-0.0014774258760108	ANXA4
chr6	139094450	139094469	20	*	3	2.10795562758071e-10	4.78930086853571e-10	2.93379548390754e-05	1.51210295760831e-09	0.0102782056218714	0.00831825182903348	NA
chr5	171765984	171766029	46	*	2	2.49584630313473e-10	6.58172941267657e-10	1.4577306480496e-06	1.51524529900897e-09	0.0590507683330091	0.0402908193891767	SH3PXD2B
chr3	130745442	130745460	19	*	3	8.26644565591499e-12	1.4517103833977e-06	2.15474077361881e-09	1.52897483940702e-09	0.0274258760107816	0.0174983955846489	ASTE1
chr10	95462349	95462393	45	*	4	7.82266110654428e-11	5.95487524448668e-10	8.00483084010667e-05	1.53015852211683e-09	0.019917212167886	0.0188359164420485	NA
chr2	190445880	190445910	31	*	2	7.65682484230174e-11	2.6119078385781e-09	5.04417481410987e-08	1.53453049235183e-09	0.0575125144397381	0.0473093954562957	SLC40A1
chr3	42743744	42743794	51	*	2	6.15329327926709e-11	1.67177664356262e-09	1.13862518161247e-07	1.54161731914077e-09	0.0444350961538463	0.0406113177310112	HHATL, CCDC13
chr2	240323809	240323819	11	*	2	7.19603653178148e-11	6.51025882617923e-10	1.6782233262611e-06	1.54191282222687e-09	0.015023103581055	0.013156526761648	AC062017.1
chr19	12721746	12721799	54	*	2	4.64169055350356e-10	5.90697651429745e-10	2.8551548736711e-06	1.54680687703136e-09	0.0136734693877551	0.00268386599922985	ZNF791, ZNF490
chr16	85744074	85744077	4	*	2	1.54623552449866e-10	5.92853424918873e-09	1.59601700730696e-08	1.54737311135924e-09	0.0296281971947199	0.0220559532339514	C16orf74
chr16	3494094	3494155	62	*	2	2.99313142877479e-10	5.64549533778561e-10	3.85632877250239e-06	1.54841638781015e-09	0.0503571428571428	0.0462687716596072	NAA60, NAA60
chr10	69834901	69834952	52	*	2	1.76754822990958e-10	8.23120167864413e-10	6.95805672404065e-07	1.55460489064001e-09	0.0175750866384289	0.012894204851752	HERC4
chr17	79096529	79096582	54	*	2	3.35678314153214e-10	6.67820034746044e-10	1.57044547009279e-06	1.55693595114226e-09	0.0331443298969073	0.0307755963210027	AATK
chr3	182511312	182511332	21	*	2	9.23088608644363e-11	4.16894493483052e-09	2.57482554806064e-08	1.55751957043581e-09	0.026101270696958	0.0169859453215248	ATP11B
chr6	39902288	39902348	61	*	3	2.73480453321141e-11	1.81314033596807e-09	6.93520706207596e-07	1.56838734939731e-09	0.0717443203696574	0.0395610319599538	MOCS1
chr4	926338	926418	81	*	3	3.0358677507965e-11	1.73196934429285e-08	3.86982884910175e-06	1.56941743351689e-09	0.0130217558721601	0.00769028366063404	TMEM175
chr14	65006204	65006222	19	*	2	4.18430360832542e-12	1.28597134381275e-09	2.11912939958894e-07	1.57333143385035e-09	0.045633423180593	0.0316547939930689	HSPA2, RP11-973N13.4
chr17	62097918	62097953	36	*	3	9.0597938435493e-11	5.98405852543901e-07	5.37659285110058e-08	1.57848307556529e-09	0.015796110897189	0.00897285329226027	ICAM2
chr6	160221411	160221433	23	*	2	6.42055552347437e-11	1.41656960467427e-08	6.26488085185922e-09	1.57901032514098e-09	0.030254820218864	0.00798975407614487	PNLDC1
chr17	78865368	78865373	6	*	2	1.66282191601074e-10	6.8390183319154e-10	1.52744592117359e-06	1.58107159833139e-09	0.0844368502117828	0.0728893916056989	RPTOR
chr1	116382096	116382122	27	*	2	3.34858294405773e-10	5.58655946094047e-10	4.98689919436827e-06	1.582410966793e-09	0.0270196380438968	0.0204562957258375	NHLH2
chr6	26183572	26183576	5	*	2	9.74201041841574e-12	7.9585370510769e-10	8.5588431974762e-07	1.58926112975693e-09	0.0762552945706585	0.0729707354639969	NA
chr6	106546704	106546754	51	*	4	6.75696887960181e-10	2.20738003302427e-10	0.000198583252371026	1.5914888145728e-09	-0.0875163650365807	-0.0607646322680015	PRDM1
chr1	94587872	94587905	34	*	2	3.07332975519952e-10	6.23796614829974e-10	2.74668348590831e-06	1.61485081455215e-09	0.0592847516365037	0.0571797907842383	NA
chr1	3436037	3436115	79	*	2	3.59626871777819e-11	6.4489129798392e-10	2.32462953888618e-06	1.61962200189993e-09	0.0373397435897436	0.00876471285792548	MEGF6
chr17	38473166	38473222	57	*	2	5.28188348060075e-10	5.47975519372502e-10	7.82843176936483e-06	1.62665129962481e-09	0.0448037676609106	0.0393830868379741	RARA
chr2	101034257	101034270	14	*	2	1.05911023167288e-10	1.66911645760443e-08	5.63002066492694e-09	1.62923680331809e-09	0.0559048902579899	0.055196380438968	NA
chr11	43604527	43604549	23	*	2	2.04750159601063e-10	1.20469471310383e-09	2.76969481486715e-07	1.63090434742118e-09	0.0253676470588237	0.0243060661764707	HSD17B12
chr16	88096564	88096588	25	*	2	1.54412128090422e-10	1.85391235648365e-09	1.09828068012988e-07	1.6422891162762e-09	0.0370576441102757	0.0355206303075651	BANP
chr1	50890678	50890701	24	*	2	2.87611048560853e-10	7.28667155247146e-10	1.40172446617976e-06	1.64233740406316e-09	0.0680987678090103	0.0551910858683095	NA
chr2	65217528	65217568	41	*	2	6.71899613626069e-11	5.55766193214303e-10	8.17353046638111e-06	1.6545119537681e-09	0.107861956103196	0.100412976511359	SLC1A4
chr3	64211155	64211204	50	*	2	1.74425687468706e-10	5.68780268209692e-10	6.79103391161539e-06	1.66219605988502e-09	0.0546553715825953	0.0532489410858683	PRICKLE2
chr8	25282664	25282670	7	*	2	2.7935645386778e-10	1.51518393479695e-09	1.7418474444671e-07	1.66966163552179e-09	0.0277038183694534	0.0221893704850365	NA
chr17	74497614	74497653	40	*	3	1.51130713375737e-11	5.761793209435e-08	2.28394430573429e-08	1.67122115360356e-09	0.0118290335001925	0.00241945834937744	RHBDF2
chr3	183852688	183852724	37	*	2	2.76222100167387e-14	4.51406681895074e-06	2.68295884243814e-10	1.68595930488605e-09	0.0176973430881786	0.0109896033885252	RP11-778D9.12
chr10	134992535	134992590	56	*	2	3.05338034787956e-10	8.05111684438139e-10	1.08838110352458e-06	1.69583649566298e-09	0.023836117986799	0.0229558091450066	KNDC1
chr7	150801757	150801789	33	*	2	4.53699285980639e-12	9.86644638463177e-06	2.24055643157384e-10	1.69676083353072e-09	0.0565221914008322	0.0312804449495497	AGAP3
chr1	224804053	224804081	29	*	3	1.95539962425801e-10	1.05007186237941e-09	1.53400901805483e-06	1.70788794626799e-09	0.050154986522911	0.0247471441406751	CNIH3
chr8	142950423	142950462	40	*	2	4.56962932680627e-10	5.93329869510311e-10	6.02648133614039e-06	1.7079486879525e-09	0.0494164644012945	0.0475916084893071	NA
chr11	117198431	117198438	8	*	2	2.45588608717456e-11	4.64702810777355e-09	2.7001688949675e-08	1.71186304197317e-09	0.0357123604158644	0.0153744705429341	CEP164, AP000892.4
chr14	105445224	105445253	30	*	2	3.76042252815659e-10	6.01303623817555e-10	5.72235030203892e-06	1.7196249495577e-09	0.0475442176870747	0.0412644076498523	NA
chr10	99473206	99473224	19	*	2	1.19767588639271e-10	6.08883894386522e-09	1.90834005543893e-08	1.72220358261471e-09	0.176587408548325	0.125636311128225	MARVELD1
chr1	43638094	43638119	26	*	2	1.42192797441638e-14	0.00107272606881244	1.44909155450369e-10	1.73158775970852e-09	0.0193242202541393	0.0106849249133615	WDR65, EBNA1BP2
chr2	98612531	98612560	30	*	4	8.18967247264325e-12	5.00956799905264e-05	1.6391740331039e-09	1.7361738667961e-09	0.0201135926068541	0.00977377743550249	NA
chr6	42018603	42018626	24	*	2	9.47630876515316e-12	3.63669694910087e-05	1.83816808477763e-10	1.74093360366278e-09	0.0646110897189064	0.0350250288794763	TAF8
chr8	19796299	19796335	37	*	2	1.87182091805609e-11	2.11617792647048e-09	9.97546344183671e-08	1.74474442082729e-09	0.0664381979206776	0.0541899306892568	LPL
chr11	65246411	65246463	53	*	2	6.81014503398701e-13	8.09449426384527e-07	5.00001489410185e-10	1.74519242917596e-09	0.035952579468473	0.0142884314747264	NA
chr10	102899949	102899983	35	*	2	1.18712714136942e-10	1.75381809512914e-09	1.44879783502112e-07	1.74684308613023e-09	0.0775404312668464	0.0445441855987678	NA
chr12	133360704	133360718	15	*	2	2.641084685861e-11	8.55741699652595e-06	2.40395348297764e-10	1.7554211409767e-09	0.0629595588235296	0.0314255998452015	GOLGA3
chr14	105836032	105836096	65	*	2	4.16018635893751e-09	5.90362664868694e-10	8.48421748678398e-06	1.75646603983818e-09	0.04253125	0.0116918375902995	PACS2
chr3	49396193	49396232	40	*	2	1.64484122165904e-10	1.09732468771929e-09	4.69017228903331e-07	1.77308056743410e-09	0.070049095109742	0.0682908163265306	NA
chr2	241290875	241290895	21	*	2	2.07812690545257e-10	1.80822364179885e-09	1.43520121500708e-07	1.78132556278900e-09	-0.0728817758899676	-0.0617058555825243	NA
chr10	103023412	103023429	18	*	2	4.11580886163328e-10	6.22354484461478e-10	6.0467189853222e-06	1.78576273652326e-09	0.0570186753946861	0.0509039928870137	LBX1-AS1
chr6	153305382	153305433	52	*	2	3.18476878941588e-11	8.37685101462374e-10	1.19516675136657e-06	1.79083666131517e-09	0.0852541393916057	0.0605982864844051	RP1-101K10.6
chr1	86043795	86043834	40	*	2	5.4340173488079e-10	6.13287494257284e-10	7.59133185246024e-06	1.80207251301553e-09	0.07657970735464	0.0633264343473238	DDAH1
chr16	2094667	2094700	34	*	2	2.9835999674812e-11	2.44135712783428e-08	4.7166553824858e-09	1.80993851904954e-09	0.105082417582418	0.0642945224878215	NTHL1
chr11	72326830	72326842	13	*	2	2.57105603525588e-10	2.31051849000562e-09	9.31860165279209e-08	1.81131248257677e-09	0.0586598639455782	0.0149313065432358	PDE2A
chr17	46712052	46712086	35	*	2	1.9799909376076e-11	5.23652068613267e-08	2.51111522797969e-09	1.81138324919658e-09	0.0690986394557824	0.0470595238095238	HOXB-AS4
chr22	32871203	32871215	13	*	3	6.21680547606438e-11	1.13789723008095e-08	6.95882084168391e-08	1.81967316950832e-09	0.0659510974201002	0.0317263509177256	FBXO7
chr11	208469	208514	46	*	2	2.49393552580121e-12	1.75174641401609e-09	1.64186648964414e-07	1.82602432459723e-09	0.0267366191759723	0.0222506738544474	RIC8A
chr15	69706375	69706383	9	*	2	9.86536330962672e-11	2.62580462695939e-08	4.5168484585768e-09	1.83402019756151e-09	0.0156882941855987	0.0122463419329996	RP11-253M7.1
chr1	85358327	85358360	34	*	2	3.77970043964625e-11	6.53846797087157e-09	1.9782934031148e-08	1.83526181944959e-09	0.0189468617635734	0.0130265691182133	LPAR3
chr2	228582486	228582488	3	*	2	4.08215283245271e-10	8.04785141144789e-10	1.58789322843274e-06	1.83553217502839e-09	0.0452560646900269	0.038921832884097	SLC19A3
chr1	233462711	233462765	55	*	3	6.4973531309085e-11	4.86305760487574e-10	5.09291368228162e-05	1.84273708953407e-09	0.052342125529457	0.0426373379540495	NA
chr16	55406486	55406516	31	*	2	3.96408108133049e-10	6.68123647667897e-10	4.57287882186152e-06	1.84539568298453e-09	0.0509897959183673	0.0437352825745682	NA
chr2	85843078	85843094	17	*	2	4.94049836978375e-11	8.27907814728177e-09	1.51114549518328e-08	1.8553361808254e-09	0.0129052753176742	0.0106931074316519	USP39
chr20	44097716	44097731	16	*	2	3.13106388552323e-10	7.14387066860956e-10	3.30919576868688e-06	1.87613680439355e-09	0.0343404063657291	0.0297144487330264	AL031663.1
chr16	23846838	23846893	56	*	2	5.63324002599047e-10	7.52510943309732e-10	2.49614204373328e-06	1.87989932056827e-09	0.0490960723912206	0.0395056796303427	NA
chr12	125223502	125223540	39	*	2	1.44080760292654e-11	8.13135257409226e-09	1.59401662563305e-08	1.88626937672173e-09	0.0544736842105263	0.0200961438249087	NA
chr19	633677	633735	59	*	2	4.89808364929324e-12	5.88891978404143e-09	2.42088216635846e-08	1.89639645167159e-09	0.0189545629572584	0.00681363111282248	NA
chr11	61129369	61129435	67	*	3	1.43292340550151e-10	5.50861284816438e-06	4.36866989132413e-07	1.89992323310999e-09	0.021546014632268	0.0151761648055448	CYB561A3
chr19	7553700	7553721	22	*	2	4.31594030448882e-11	9.79384667549911e-10	8.80735518506345e-07	1.90578985628424e-09	0.029811320754717	0.0260386984982672	PEX11G
chr12	104359429	104359478	50	*	2	5.62323216273609e-12	1.55586781043248e-09	2.41834913877615e-07	1.90639616838703e-09	0.0152887947631883	0.0132017712745475	C12orf73
chr3	183966969	183966982	14	*	2	4.42641299681179e-10	6.42791252250350e-10	8.79805913191984e-06	1.9081710636267e-09	0.0169715055833654	0.0141143627262225	EIF2B5, ALG3
chr16	85285111	85285139	29	*	2	4.14691423010973e-11	3.11551712946525e-08	4.16045970230498e-09	1.91094479127453e-09	0.0379736842105264	0.0246202449192288	NA
chr18	71815246	71815269	24	*	3	2.00155869280762e-12	0.000294047248976316	4.23393508982894e-11	1.92112772893093e-09	0.0693357720446669	0.0287787190347837	NA
chr14	50234392	50234454	63	*	3	2.54933906656398e-10	3.59895980797256e-10	6.41076205608016e-05	1.9215875041797e-09	0.0228956488255679	0.0085627647285329	KLHDC2
chr10	123356331	123356336	6	*	2	2.24489854838637e-10	6.62433900919946e-09	2.14879220168485e-08	1.92882907229172e-09	0.034472468232576	0.0252416249518675	FGFR2
chr16	30661673	30661708	36	*	2	4.07690413060665e-10	6.55145456132562e-10	8.4158330772266e-06	1.93485268776747e-09	0.0425067385444744	0.0330631497882172	NA
chr3	156879058	156879083	26	*	2	1.65644135325968e-10	2.70427569997815e-09	8.28788381115003e-08	1.93636307069356e-09	0.0724778590681556	0.0600395033524011	NA
chr2	223521088	223521104	17	*	2	2.32613848948144e-10	9.9384491823087e-10	8.94962017881841e-07	1.93691587577261e-09	-0.0143242202541394	-0.0124181748170967	NA
chr12	131403050	131403068	19	*	2	1.46845861122397e-10	1.00313783826756e-09	9.0035362055362e-07	1.95496620583578e-09	0.0370968683135578	0.0362707899260096	NA
chr1	22927865	22927925	61	*	2	1.20908988130243e-09	7.22755352605746e-10	4.11278562178349e-06	1.95517967080659e-09	0.0360884796316685	0.00355344810329288	EPHA8
chr4	187476569	187476608	40	*	4	8.56342396300173e-11	4.31912408715785e-10	9.51661539465728e-05	1.95665030302389e-09	0.0942972660762417	0.0754459472468232	MTNR1A
chr12	124156159	124156170	12	*	2	4.46123152910582e-10	6.80702537876223e-10	6.56974436832694e-06	1.95727040916418e-09	0.03776087793608	0.0332431651906045	TCTN2
chr17	27347053	27347092	40	*	2	1.17436233378933e-11	6.03079276395264e-08	2.55320972906808e-09	1.96186774429456e-09	0.0604129765113593	0.0417919715055833	PIPOX
chr7	100199982	100200009	28	*	2	1.61638199811063e-11	1.03253905064985e-06	5.26381224247009e-10	1.96323926548849e-09	0.0532874587128417	0.029737894206827	PCOLCE, PCOLCE-AS1
chr2	219773473	219773547	75	*	2	1.43985836953726e-10	6.64682389217163e-10	8.74176963482591e-06	1.96782952205937e-09	0.0479476318829419	0.0472112052368117	AC073128.10
chr2	26928228	26928252	25	*	2	5.81692646711529e-11	3.80444483174518e-08	3.69706946156278e-09	1.97177355344058e-09	0.0343522451456311	0.0228477567465422	KCNK3
chr2	122407145	122407209	65	*	3	8.0774306180107e-10	1.152557816269e-09	2.32899506878804e-05	1.97247886834501e-09	0.0267327685791298	0.0156327814144526	CLASP1
chr10	119295827	119295875	49	*	2	1.01293739611423e-09	6.68518965554064e-10	8.74427724249247e-06	1.97850469748401e-09	0.027779168271082	0.0274523488640739	EMX2OS
chr15	68346336	68346341	6	*	2	4.57746730685368e-10	6.89524349146507e-10	6.52201822820736e-06	1.97922112276058e-09	0.0433471313053522	0.0393468425105891	NA
chr4	3431837	3431864	28	*	2	4.11417767077165e-10	7.34892255236545e-10	4.0809786049081e-06	1.98287369368686e-09	0.0691296023564065	0.0251055487272229	RGS12
chr17	30593000	30593034	35	*	4	1.81513238854174e-11	3.33794147948187e-06	3.67297921019235e-09	2.00001141806961e-09	-0.0205313823642665	-0.00400847131305354	NA
chr11	67383802	67383862	61	*	2	3.09886655472594e-10	7.30615069778975e-10	4.54638494486093e-06	2.00081188911961e-09	0.100550635348479	0.0829656630431563	NA
chr10	123872515	123872573	59	*	2	8.31451015094518e-10	7.800083855822e-10	3.10566750787555e-06	2.01073977615813e-09	0.0461609549480169	0.0347968810165576	TACC2
chr11	128809085	128809139	55	*	2	5.70507746642299e-10	8.15135360089135e-10	2.5409173085318e-06	2.02416846621653e-09	0.0308295987493486	0.0293856731610821	TP53AIP1
chr2	240101314	240101337	24	*	2	4.3837677411016e-10	7.31114125735165e-10	5.05007312527705e-06	2.02873110395993e-09	0.0189596320899336	0.0181314645077499	HDAC4
chr15	39873206	39873260	55	*	4	1.74627173470537e-09	1.77025169159139e-10	0.000656276798349062	2.03635645700518e-09	0.0212283403927608	0.0112865806700038	NA
chr18	12947925	12947957	33	*	4	5.56509911052038e-10	3.54188285641108e-10	6.00428066540151e-05	2.04869644903947e-09	0.0830554485945321	0.0426097420100115	SEH1L
chr7	6487510	6487512	3	*	2	4.31034350363565e-11	1.53895501186197e-05	2.54090008378532e-10	2.04880601003258e-09	0.0617674239507123	0.0309328070850982	DAGLB, KDELR2
chr7	27155036	27155039	4	*	2	5.20962292642171e-11	5.44456611035379e-09	3.19018017591741e-08	2.0581275830818e-09	-0.0238159414709282	-0.0154038427684876	HOXA-AS2, HOXA3
chr7	99775134	99775207	74	*	4	5.50350011398913e-12	1.16389993575885e-06	1.39113784562073e-09	2.06125724146898e-09	0.0731064690026954	0.0271917115902965	STAG3
chr11	70333232	70333281	50	*	2	1.06645680402006e-10	1.898916821088e-09	1.9525299253839e-07	2.06486499649798e-09	0.0408073582013286	0.0302214979807937	SHANK2
chr16	56763872	56763905	34	*	2	5.71999362142605e-12	3.87713371827415e-06	3.56726206969256e-10	2.06673690502877e-09	-0.0179014247208317	-0.0064545629572584	RP11-343H19.1
chr20	37353032	37353037	6	*	2	2.24814961864247e-11	1.0146083057516e-09	1.11187868037699e-06	2.07471070070148e-09	0.0901203311513284	0.0720557373892953	NA
chr10	334493	334537	45	*	2	4.78025302684254e-12	3.41090853580872e-09	6.60067287918163e-08	2.07702023321541e-09	0.027594037615046	0.0227102907522733	DIP2C
chr12	56325715	56325736	22	*	3	1.7309044789689e-11	4.37002544806769e-06	3.06405439411211e-10	2.08288281321513e-09	0.0260300346553716	0.00919137466307275	DGKA, WIBG
chr22	24093429	24093455	27	*	4	3.22483034627159e-10	4.17858086107338e-10	0.00015220769612362	2.08564619223376e-09	0.0228022718521371	0.00548204659222179	NA
chr2	73460416	73460425	10	*	2	7.1984835771443e-13	7.43417368471227e-06	3.05308617061668e-10	2.09606303437364e-09	-0.0108413554100886	-0.00377454755487102	NA
chr1	151030968	151030981	14	*	2	2.62130555160087e-10	3.2659297307071e-09	7.25310195736256e-08	2.09643819126292e-09	0.0296505583365422	0.0228778398151713	MLLT11, CDC42SE1
chr20	25677623	25677688	66	*	2	9.56183007632922e-10	7.27098781170003e-10	7.20744653590958e-06	2.1006206700445e-09	0.0279495571813631	0.0203917982287254	NA
chr20	32399000	32399026	27	*	2	9.03215066357398e-14	0.000277887852806963	1.86851755099154e-10	2.10365464974866e-09	0.0180361956103196	0.0101684636118598	NA
chr5	78985434	78985495	62	*	4	2.46480637334688e-11	4.67417766941812e-09	3.89991917464792e-06	2.11853895946458e-09	0.0770555339428127	0.0289600994720977	NA
chr5	159739797	159739831	35	*	2	2.86059216175634e-11	1.48006071138735e-08	1.02345805561111e-08	2.13633566082306e-09	0.0409116288024643	0.0112750288794763	CCNJL
chr19	35168365	35168397	33	*	4	9.6132615357076e-11	1.84451626019497e-09	4.10448114732247e-06	2.14012153285244e-09	0.0161340007701193	0.00595254139391603	AC020910.2
chr1	215256254	215256262	9	*	2	1.38823365687278e-10	4.99796396661665e-08	3.40038824175005e-09	2.1498533318318e-09	0.0909222179437813	0.0778422217943781	KCNK2
chr17	40086856	40086869	14	*	2	1.92431267185499e-11	7.26130549092689e-10	9.43644320632347e-06	2.15199258452106e-09	0.0120023103581055	0.000713804389680373	NA
chr17	80674497	80674513	17	*	3	2.17298395211343e-10	2.88519013369271e-08	4.70159529998987e-06	2.15278021500385e-09	0.0198941085868309	-0.000370940829161877	NA
